X,Y,objectid,ogc_fid,nazev,druh,poznamka,web,program,ulice,cp_co,email,telefon,nazev_en,poznamka_en,pristupnost_id,zastit_org,brnopass,v_provozu,zastit_org_en,otevrene_od,otevrene_do,pristupnost,pristupnost_en,mapa_pristupnosti,obr_id1,obr_id2,obr_id3,obr_id4,obr_id5,datum_importu_psql
-597766.986499999,-1160610.8745,182,17595,Ratejna,Hudebni klub,,https://www.ratejna.cz/,http://ratejna.cz/#musicbar,Dvořákova,588/13,info@ratejna.cz,542210236,,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181936&RECORD_ID=17595&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598095.890000001,-1161097.64,183,17695,Reduta,Divadlo,,https://www.ndbrno.cz,http://www.ndbrno.cz/program?method=newProgram&params[buildings_group]=1&params[month]=10&params[year]=2020,Zelný trh,313/4,info@ndbrno.cz,542158111,Reduta - National Theatre Brno,,8,Národní­ divadlo Brno,Ano,Ano,,,,přístupné,accessible,https://gis.brno.cz/mapa/mapa-pristupnosti/?i=-598085.89:-1161096.24&c=-598085.89:-1161096.24,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=180647&RECORD_ID=17695&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598678.219999999,-1160502,184,35148,Rezidence Café Kaprál,Umělecká rezidence,,https://www.cafekapral.cz/,https://www.cafekapral.cz/#program,Údolní ,487/17,stranska@ticbrno.cz,,,,,TIC,,Ano,,,,,,,,,,,,2024/09/24 01:30:43+00
-598877.5306,-1159778.0603,185,17697,Rusty Nail Music Club,Hudebni klub,,https://www.rustynailclub.cz,https://bandzone.cz/klub/rustynail,Veveří,486/57,kozumplikr@seznam.cz,605260686,,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181937&RECORD_ID=17697&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598543.920000002,-1160346.44,186,17696,Sál Břetislava Bakaly,Kulturní centrum,,https://www.ticbrno.cz/sal-b-bakaly,,Žerotínovo náměstí,533/6,bbakaly@ticbrno.cz,542212405,Břetislav Bakala Hall,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181939&RECORD_ID=17696&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-599189.699999999,-1161756.95,187,17667,Sál Milosrdných bratří,Koncertní hala,,https://sal.milosrdni.cz,http://sal.milosrdni.cz/koncerty-brno/,Vídeňská,228/7,sal@milosrdni.cz,773639638,Hall of the Merciful Brothers,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181943&RECORD_ID=17667&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598112.085200001,-1160463.5473,188,17531,Scalní letňák,Letní kino,pouze letní sezóna,https://www.kinoscala.cz/cz/cyklus/scalni-letnak-250,https://www.kinoscala.cz/cz/cyklus/scalni-letnak-251,Moravské náměstí,680/1,provoz@morgal.cz,736776728,,,,Univerzitní kino Scala,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181944&RECORD_ID=17531&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598858.579999998,-1157058.57,189,17549,Semilasso,Koncertní hala,,https://www.semilasso.cz,https://semilasso.cz/akce/,Palackého třída,832/126,glanc@glanc.cz,774870321,Semilasso – Cultural Center,,32,,Ne,Ano,,,,přístupné,accessible,https://gis.brno.cz/mapa/mapa-pristupnosti/?i=-598857.07:-1157068.61&c=-598857.07:-1157068.61,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=180505&RECORD_ID=17549&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-597627.4738,-1161233.1921,190,17479,"Schrott - industrial music bar, gallery",Podnik s kulturním programem,,https://www.schrott.cz,,Křenová,291/10,doschrottu@seznam.cz,606060145,,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181945&RECORD_ID=17479&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-596085.68,-1159142.94,191,35145,Sibiř,Kulturní centrum,,biosibir.cz,,Dukelská,123/50,info@biosibir.cz,,,,,,,Ano,,,,,,,,,,,,2024/09/24 01:30:43+00
-598268.16,-1160235.8,192,17535,Skautský institut v Brně,Podnik s kulturním programem,,https://www.skautskyinstitut.cz/su-v-brne/,https://www.facebook.com/skautsky.institut/events/?ref=page_internal,Moravské náměstí,753/12,brno@skautskyinstitut.cz,733161207,Institute of Scouting in Brno,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181946&RECORD_ID=17535&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598319.379999999,-1160825.02,193,35152,Sklep pod Novou radnicí,Muzeum,Vstup Panenská ulice,https://www.ticbrno.cz/sklep-pod-novou-radnici,,Dominikánské nám.,196/1,sklep@ticbrno.cz,+420 724 842 237,,,,TIC,Ano,Ano,,,,,,,,,,,,2024/09/24 01:30:43+00
-599377.640900001,-1158996.784,194,17663,Sono Centrum,Koncertní hala,,https://www.sonocentrum.cz,https://www.sonomusicclub.cz/program/,Veveří,3219/113,pr@sonocentrum.cz,721770742,,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181948&RECORD_ID=17663&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-603492.75,-1157049.79,195,17516,Společenské centrum Bystrc,Kulturní centrum,,https://www.bystrc.cz/kultura,http://bystrc.cz/kultura.html,Odbojářská,1127/2,tkadlecova@bystrc.cz,546224320,Social centre Bystrc,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181954&RECORD_ID=17516&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-600061.199999999,-1155281.29,196,17483,Společenské centrum Sýpka,Kulturní centrum,,https://medlanky.cz/spolecenske-centrum-sypka/,https://medlanky.cz/spolecenske-centrum-sypka/akce-sypka/,Kytnerova,563/1,bradacova@medlanky.brno.cz,538706252,Social centre Sýpka,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181955&RECORD_ID=17483&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598277.960000001,-1159254.96,197,17640,Stará Pekárna,Hudebni klub,,https://www.starapekarna.cz,,Štefánikova,75/8,klubstarapekarna@gmail.com,773834538,The Old Bakery,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181956&RECORD_ID=17640&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-597210.420000002,-1160352.75,198,17578,Stará tkalcovna,Hudebni klub,,https://www.stara-tkalcovna.cz,https://www.stara-tkalcovna.cz/program/akce,Bratislavská,234/52,restaurace@stara-tkalcovna.cz,515555515,The old weaving mill,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181957&RECORD_ID=17578&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-597899.710000001,-1159899.68,199,17645,Strom Art Gallery,Galerie,,https://www.stromart.cz,http://www.stromart.cz/program--strom-art-gallery.html,třída Kpt. Jaroše,1944/31,galerie@stromart.cz,736626467,The Tree Art Gallery,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181958&RECORD_ID=17645&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598462.960000001,-1159517.1,200,17573,Studio Marta,Divadlo,,https://www.studiomarta.cz,http://www.studiomarta.cz/index.php?p=program,Bayerova,575/5,marta@jamu.cz,542591510,Studio Martha,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181959&RECORD_ID=17573&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598982.920000002,-1158701.86,201,17515,Šelepova No. 1,Hudebni klub,,https://www.selepka.cz,https://www.selepova.cz/aktualni-akce/,Šelepova,543/1,selepka@selepka.cz,771173368,Shelepova Street No. 1,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181960&RECORD_ID=17515&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-597728.762400001,-1160791.9825,202,17684,Tabarin Club Brno,Hudebni klub,,https://www.facebook.com/TabarinClub/,https://www.facebook.com/TabarinClub/events/?ref=page_internal,Divadelní,603/3,,542212814,,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181962&RECORD_ID=17684&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-600042.0449,-1157110.4226,203,17473,TechNest,Hub,,https://www.technest.cz/kontakt,,Technická,2935/23,ahoj@technest.cz,519810102,,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181963&RECORD_ID=17473&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-599691.57,-1156893.99,204,17559,Technické muzeum v Brně,Muzeum,,http://www.technicalmuseum.cz/,http://www.technicalmuseum.cz/vystavy-a-akce/,Purkyňova,2950/105,info@technicalmuseum.cz,541421411,Technical Museum,,33,Technické muzeum v Brně,Ne,Ano,,,,přístupné,accessible,https://gis.brno.cz/mapa/mapa-pristupnosti/?i=-599662.67:-1156867.36&c=-599662.67:-1156867.36,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=180634&RECORD_ID=17559&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598207.640000001,-1161102.23,205,17585,Terén,Divadlo,,https://jasuteren.cz/,https://jasuteren.cz/program,Zelný trh,294/9,teren@ced-brno.cz,604406191,Terrain,,,Centrum experimentální­ho divadla,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181965&RECORD_ID=17585&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598966.0702,-1161030.7373,206,17552,The Distillery: Social Reactor,Podnik s kulturním programem,,https://www.socialreactor.eu,,Pekařská,436/78,www.socialreactor.eu,603219290,,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181967&RECORD_ID=17552&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598343.057300001,-1161076.407,207,17575,Two Faces,Hudebni klub,,https://www.twofaces.cz,,Biskupská,283/1,club@twofaces.cz,775960930,,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181968&RECORD_ID=17575&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598401.809999999,-1160814.31,208,17606,Uměleckoprůmyslové muzeum,Galerie,V rekonstrukci. Znovuotevření naplánováno na červen 2021,https://www.moravska-galerie.cz,http://www.moravska-galerie.cz/moravska-galerie/vystavy-a-program/kalendar.aspx,Husova,536/14,info@moravska-galerie.cz,532169130,Museum of Applied Arts,,27,Moravská galerie v Brně,Ano,Ano,,,,přístupné,accessible,https://gis.brno.cz/mapa/mapa-pristupnosti/?i=-598417.33:-1160817.66&c=-598417.33:-1160817.66,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=180622&RECORD_ID=17606&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598128.800000001,-1160503.33,209,17530,Univerzitní kino Scala,Kino,,https://www.kinoscala.cz,https://www.kinoscala.cz/cz/program,Moravské náměstí,127/3,info@kinoscala.cz,778448574,University Cinema Scala,,,Masarykova univerzita,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181970&RECORD_ID=17530&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-597799.760000002,-1160349.44,210,17626,U Palečka,Hudebni klub,,https://www.upalecka.wordpress.com,https://upalecka.wordpress.com/category/program/,Koliště,643/23,zivoupalecka@gmail.com,608030519,At the Thumbelina,,,,Ano,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181971&RECORD_ID=17626&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598194.3748,-1161007.3703,211,17522,Urban centrum Brno,Ostatní,,https://www.urbancentrum.brno.cz,https://urbancentrum.brno.cz/vystavy/,Mečová,368/5,urbancentrum@brno.cz,778520752,,,,,Ano,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181972&RECORD_ID=17522&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-597672.469999999,-1160658.09,212,35048,Vašulka Kitchen Brno,Galerie,Center of New Media Art,https://vasulkakitchen.org ,,Malinovského nám. 2a ,602 00 Brno,info@vasulkakitchen.org ,,Vašulka Kitchen ,,,Dům umění­ města Brna,,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=264747&RECORD_ID=35048&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598495.371199999,-1160126.9372,213,17591,Vegalité,Hudebni klub,,https://vegalite.cz,http://vegalite.cz/#koncerty,Slovákova,359/10,jirina@vegalite.cz,737430552,,,,,Ano,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181974&RECORD_ID=17591&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598317.519200001,-1161024.046,214,17636,Vibe Club,Hudebni klub,,https://www.facebook.com/VibeClubBrno,https://www.facebook.com/VibeClubBrno/events/?ref=page_internal,Starobrněnská,690/20,vibeclubbrno@gmail.com,725355237,,,,,Ano,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181976&RECORD_ID=17636&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-600010.390000001,-1161571.63,215,17489,VIDA! Science centrum,Ostatní,,https://www.vida.cz,https://vida.cz/program,Křížkovského,554/12,info@vida.cz,515201000,Vida! science centre Brno,,264,,Ano,Ano,,,,přístupné,accessible,https://gis.brno.cz/mapa/mapa-pristupnosti/?i=-599969.7:-1161516.4&c=-599969.7:-1161516.4,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=180498&RECORD_ID=17489&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-597628.350000001,-1159588.01,216,17594,Vila Löw-Beer v Brně,Kulturní památka,,https://www.vilalowbeer.cz,https://www.vilalowbeer.cz/cz/kulturni-nabidka/prehled-udalosti/range.listevents/-,Drobného,297/22,vila@vila.muzeumbrnenska.cz,544544200,Villa Löw-Beer in Brno,,,Muzeum Brněnska,Ano,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181977&RECORD_ID=17594&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-600672.059999999,-1160282.23,217,17601,Vila Stiassni,Kulturní památka,,https://www.vila-stiassni.cz,https://www.vila-stiassni.cz/cs/informace-pro-navstevniky/prohlidkove-okruhy,Hroznová,82/14,vila@npu.cz,778545993,Villa Stiassni,,,,Ano,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181978&RECORD_ID=17601&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-597435.289999999,-1159486.24,218,17583,Vila Tugendhat,Kulturní památka,,https://www.tugendhat.eu,https://www.tugendhat.eu/aktualne/kalendar.html,Černopolní,237/45,info@tugendhat.eu,515511015,Villa Tugendhat,,288,Muzeum města Brna,Ano,Ano,,,,nepřístupné,inaccessible,https://gis.brno.cz/mapa/mapa-pristupnosti/?i=-597431.34:-1159485.02&c=-597431.34:-1159485.02,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=180605&RECORD_ID=17583&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
,,219,32467,Virtual Gallery Tržnice,Galerie,,https://www.press-photo.cz/virtual-gallery-trznice/,https://www.facebook.com/virtualgallerytrznice/events/?ref=page_internal,,,"
info.vgt@post.cz",,Virtual Gallery Tržnice,,,,Ne,Ano,,,,,,,,,,,,2024/09/24 01:30:43+00
-599426.350000001,-1160508.1,220,35155,Vodojemy Žlutý kopec,Kulturní památka,,https://vodojemybrno.cz/,,Tvrdého,506/15,vodojemy@ticbrno.cz,+420 77 156 148 ,,,,TIC,Ano,Ano,,,,,,,,,,,,2024/09/24 01:30:43+00
-600116.350000001,-1161370.3,221,17677,Výstaviště Brno,Výstaviště,,https://www.bvv.cz,https://www.bvv.cz/kalendar-veletrhu-a-vystav/,Výstaviště,405/1,info@bvv.cz,541151111,Brno Exhibition Centre,,,,Ano,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181979&RECORD_ID=17677&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-595296.77,-1157456.48,222,17490,Zahrada U Sosny,Hudebni klub,,https://www.usosny.cz/,https://www.usosny.cz/category/akce/,Břehová,0/90,usosny@seznam.cz,777681982,Garden At Sosny,,,,Ano,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181980&RECORD_ID=17490&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-593467.399099998,-1160827.6385,223,17644,Zetor Gallery,Galerie,,https://www.zetorgallery.cz,http://www.zetorgallery.cz/expozice.html,Trnkova,3060/111,pzemanova@zetor.com,737210548,,,,,Ano,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181981&RECORD_ID=17644&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-593466.469999999,-1160824.14,224,35153,ZET9,Kulturní centrum,"27 místností různé velikosti k užívání až na 3 roky.
Místnosti různých velikostí k výpůjčce pouze za náklady spojené s užíváním prostor.
Svobodný prostor pro tvorbu za paušální poplatky s možností vlastních úprav.
Smlouva o výpůjčce (max 3 roky do 2026).

ZET9 zkušebny a ateliéry jsou svobodné prostory sloužící pro podporu rozvoje kulturních a kreativních jedinců a skupin. Nespornou výhodou je možnost vlastních úprav prostoru bez požadavků na uvedení do původního stavu, protože objekt se bude v roce 2026 bourat. Dočasné i trvalé kreativní a umělecké intervence jsou naopak žádoucí. Další výhodou je dostupnost autem nebo MHD a výhodné umístění z hlediska nerušení okolí hlukem. Čtyřpodlažní objekt je připojen na elektřinu, vodu, místnosti různých velikostí jsou osvětleny a topí se v nich. Provozovatel TIC BRNO zajišťuje správu objektu a úklid společných prostor včetně WC a kuchyněk na chodbách.",https://www.ticbrno.cz/pronajem-prostor/zet9-zkusebny-ateliery,,Trnkova ,3060/111,pokorna@ticbrno.cz,+420 775 899 356,,,,TIC,,Ano,,,,,,,,,,,,2024/09/24 01:30:43+00
-597953.760000002,-1158856.66,225,17632,Zoner Bobyhall,Kulturní centrum,,https://www.bobyhall.cz,https://www.bobyhall.cz/program/,Sportovní,559/2,krejci@bobyhall.cz,732665397,,,,,Ano,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181984&RECORD_ID=17632&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-603146.644200001,-1156299.1798,226,17649,Zoo Brno,Ostatní,,https://www.zoobrno.cz,https://www.zoobrno.cz/pro-navstevniky/akce-v-zoo-brno,U Zoologické zahrady,147/46,zoo@zoobrno.cz,546432311,,,,,Ano,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181985&RECORD_ID=17649&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-597878.607799999,-1161156.3681,227,17540,5D Cinema Maxim Brno - OC Letmo,Kino,,https://www.kino-5d.cz,https://www.kino-5d.cz/filmy/,Nádražní,681/2,info@kino-5d.cz,773003019,,,,,Ano,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181986&RECORD_ID=17540&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598040.969999999,-1160845.44,228,17691,7. nebe,Hudebni klub,,https://www.7nebe.cz,https://www.7nebe.cz/cs/program,Jánská,453/9,info@7nebe.cz,602518386,7th Heaven,,,,Ano,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181987&RECORD_ID=17691&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
